Year,Date,Rank,Title,Artist
2020,2020-01-16,79,Tip Toe,Roddy Ricch Featuring A Boogie Wit da Hoodie
2020,2020-01-16,80,Easy,DaniLeigh Featuring Chris Brown
2020,2020-01-16,81,Watermelon Sugar,Harry Styles
2020,2020-01-16,82,More Hearts Than Mine,Ingrid Andress
2020,2020-01-16,83,I Wish Grandpas Never Died,Riley Green
2020,2020-01-16,84,homecoming queen?,Kelsea Ballerini
2020,2020-01-16,85,223's,YNW Melly & 9lokknine
2020,2020-01-16,86,Peta,Roddy Ricch Featuring Meek Mill
2020,2020-01-16,87,Tusa,Karol G & Nicki Minaj
2020,2020-01-16,88,Jerry Sprunger,Tory Lanez & T-Pain
2020,2020-01-16,89,Enemies,Post Malone Featuring DaBaby
2020,2020-01-16,90,All I Want,Olivia Rodrigo
2020,2020-01-16,91,July,Noah Cyrus & Leon Bridges
2020,2020-01-16,92,Vete,Bad Bunny
2020,2020-01-16,93,I Hope You're Happy Now,Carly Pearce & Lee Brice
2020,2020-01-16,94,20/20,Lil Tjay
2020,2020-01-16,95,Say So,Doja Cat Featuring Nicki Minaj
2020,2020-01-16,96,Make No Sense,YoungBoy Never Broke Again
2020,2020-01-16,97,Slow Dance In A Parking Lot,Jordan Davis
2020,2020-01-16,98,ORANGE SODA,Baby Keem
2020,2020-01-16,99,All Dat,Moneybagg Yo X Megan Thee Stallion
2020,2020-01-16,100,WHAT TO DO?,JACKBOYS Featuring Don Toliver
2020,2020-01-17,1,The Box,Roddy Ricch
2020,2020-01-17,2,Yummy,Justin Bieber
2020,2020-01-17,3,Circles,Post Malone
2020,2020-01-17,4,Memories,Maroon 5
2020,2020-01-17,5,"10,000 Hours",Dan + Shay & Justin Bieber
2020,2020-01-17,6,Someone You Loved,Lewis Capaldi
2020,2020-01-17,7,Dance Monkey,Tones And I
2020,2020-01-17,8,Good As Hell,Lizzo
2020,2020-01-17,9,Roxanne,Arizona Zervas
2020,2020-01-17,10,Lose You To Love Me,Selena Gomez
2020,2020-01-17,11,Ballin',Mustard & Roddy Ricch
2020,2020-01-17,12,BOP,DaBaby
2020,2020-01-17,13,HIGHEST IN THE ROOM,Travis Scott
2020,2020-01-17,14,Don't Start Now,Dua Lipa
2020,2020-01-17,15,No Guidance,Chris Brown Featuring Drake
2020,2020-01-17,16,Trampoline,SHAED
2020,2020-01-17,17,Heartless,The Weeknd
2020,2020-01-17,18,Senorita,Shawn Mendes & Camila Cabello
2020,2020-01-17,19,Everything I Wanted,Billie Eilish
2020,2020-01-17,20,Truth Hurts,Lizzo
2020,2020-01-17,21,Hot,Young Thug Featuring Gunna
2020,2020-01-17,22,Woah,Lil Baby
2020,2020-01-17,23,Panini,Lil Nas X
2020,2020-01-17,24,Adore You,Harry Styles
2020,2020-01-17,25,Only Human,Jonas Brothers
2020,2020-01-17,26,The Bones,Maren Morris
2020,2020-01-17,27,One Man Band,Old Dominion
2020,2020-01-17,28,Bandit,Juice WRLD & YoungBoy Never Broke Again
2020,2020-01-17,29,Hot Girl Bummer,blackbear
2020,2020-01-17,30,Futsal Shuffle 2020,Lil Uzi Vert
2020,2020-01-17,31,Even Though I'm Leaving,Luke Combs
2020,2020-01-17,32,I Don't Care,Ed Sheeran & Justin Bieber
2020,2020-01-17,33,Bad Guy,Billie Eilish
2020,2020-01-17,34,Sucker,Jonas Brothers
2020,2020-01-17,35,High Fashion,Roddy Ricch Featuring Mustard
2020,2020-01-17,36,Lover,Taylor Swift
2020,2020-01-17,37,On Chill,Wale Featuring Jeremih
2020,2020-01-17,38,Falling,Trevor Daniel
2020,2020-01-17,39,Blinding Lights,The Weeknd
2020,2020-01-17,40,What If I Never Get Over You,Lady Antebellum
2020,2020-01-17,41,Suicidal,YNW Melly & Juice WRLD
2020,2020-01-17,42,Talk,Khalid
2020,2020-01-17,43,Graveyard,Halsey
2020,2020-01-17,44,My Oh My,Camila Cabello Featuring DaBaby
2020,2020-01-17,45,Beautiful People,Ed Sheeran Featuring Khalid
2020,2020-01-17,46,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus
2020,2020-01-17,47,Ridin' Roads,Dustin Lynch
2020,2020-01-17,48,Juicy,Doja Cat & Tyga
2020,2020-01-17,49,Playing Games,Summer Walker
2020,2020-01-17,50,Suge,DaBaby
2020,2020-01-17,51,Heartache Medication,Jon Pardi
2020,2020-01-17,52,Out West,JACKBOYS Featuring Young Thug
2020,2020-01-17,53,VIBEZ,DaBaby
2020,2020-01-17,54,Kinfolks,Sam Hunt
2020,2020-01-17,55,Heat,Chris Brown Featuring Gunna
2020,2020-01-17,56,Start Wit Me,Roddy Ricch & Gunna
2020,2020-01-17,57,Into The Unknown,Idina Menzel & AURORA
2020,2020-01-17,58,No Idea,Don Toliver
2020,2020-01-17,59,Heart On Ice,Rod Wave
2020,2020-01-17,60,U Played,MoneyBagg Yo Featuring Lil Baby
2020,2020-01-17,61,South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B
2020,2020-01-17,62,TOES,DaBaby Featuring Lil Baby & Moneybagg Yo
2020,2020-01-17,63,Homesick,Kane Brown
2020,2020-01-17,64,Remember You Young,Thomas Rhett
2020,2020-01-17,65,I Hope,Gabby Barrett
2020,2020-01-17,66,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott
2020,2020-01-17,67,Slide,H.E.R. Featuring YG
2020,2020-01-17,68,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin
2020,2020-01-17,69,BEST ON EARTH,Russ & BIA
2020,2020-01-17,70,SUGAR,BrockHampton
2020,2020-01-17,71,GANG GANG,JACKBOYS & Sheck Wes
2020,2020-01-17,72,Camelot,NLE Choppa
2020,2020-01-17,73,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock"
2020,2020-01-17,74,We Back,Jason Aldean
2020,2020-01-17,75,What She Wants Tonight,Luke Bryan
2020,2020-01-17,76,HAD ENOUGH,Don Toliver Featuring Quavo & Offset
2020,2020-01-17,77,Nice To Meet Ya,Niall Horan
2020,2020-01-17,78,Make Me Want To,Jimmie Allen
2020,2020-01-17,79,Tip Toe,Roddy Ricch Featuring A Boogie Wit da Hoodie
2020,2020-01-17,80,Easy,DaniLeigh Featuring Chris Brown
2020,2020-01-17,81,Watermelon Sugar,Harry Styles
2020,2020-01-17,82,More Hearts Than Mine,Ingrid Andress
2020,2020-01-17,83,I Wish Grandpas Never Died,Riley Green
2020,2020-01-17,84,homecoming queen?,Kelsea Ballerini
2020,2020-01-17,85,223's,YNW Melly & 9lokknine
2020,2020-01-17,86,Peta,Roddy Ricch Featuring Meek Mill
2020,2020-01-17,87,Tusa,Karol G & Nicki Minaj
2020,2020-01-17,88,Jerry Sprunger,Tory Lanez & T-Pain
2020,2020-01-17,89,Enemies,Post Malone Featuring DaBaby
2020,2020-01-17,90,All I Want,Olivia Rodrigo
2020,2020-01-17,91,July,Noah Cyrus & Leon Bridges
2020,2020-01-17,92,Vete,Bad Bunny
2020,2020-01-17,93,I Hope You're Happy Now,Carly Pearce & Lee Brice
2020,2020-01-17,94,20/20,Lil Tjay
2020,2020-01-17,95,Say So,Doja Cat Featuring Nicki Minaj
2020,2020-01-17,96,Make No Sense,YoungBoy Never Broke Again
2020,2020-01-17,97,Slow Dance In A Parking Lot,Jordan Davis
2020,2020-01-17,98,ORANGE SODA,Baby Keem
2020,2020-01-17,99,All Dat,Moneybagg Yo X Megan Thee Stallion
2020,2020-01-17,100,WHAT TO DO?,JACKBOYS Featuring Don Toliver
2020,2020-01-18,1,The Box,Roddy Ricch
2020,2020-01-18,2,Yummy,Justin Bieber
2020,2020-01-18,3,Circles,Post Malone
2020,2020-01-18,4,Memories,Maroon 5
2020,2020-01-18,5,"10,000 Hours",Dan + Shay & Justin Bieber
2020,2020-01-18,6,Someone You Loved,Lewis Capaldi
2020,2020-01-18,7,Dance Monkey,Tones And I
2020,2020-01-18,8,Good As Hell,Lizzo
2020,2020-01-18,9,Roxanne,Arizona Zervas
2020,2020-01-18,10,Lose You To Love Me,Selena Gomez
2020,2020-01-18,11,Ballin',Mustard & Roddy Ricch
2020,2020-01-18,12,BOP,DaBaby
2020,2020-01-18,13,HIGHEST IN THE ROOM,Travis Scott
2020,2020-01-18,14,Don't Start Now,Dua Lipa
2020,2020-01-18,15,No Guidance,Chris Brown Featuring Drake
2020,2020-01-18,16,Trampoline,SHAED
2020,2020-01-18,17,Heartless,The Weeknd
2020,2020-01-18,18,Senorita,Shawn Mendes & Camila Cabello
2020,2020-01-18,19,Everything I Wanted,Billie Eilish
2020,2020-01-18,20,Truth Hurts,Lizzo
2020,2020-01-18,21,Hot,Young Thug Featuring Gunna
2020,2020-01-18,22,Woah,Lil Baby
2020,2020-01-18,23,Panini,Lil Nas X
2020,2020-01-18,24,Adore You,Harry Styles
2020,2020-01-18,25,Only Human,Jonas Brothers
2020,2020-01-18,26,The Bones,Maren Morris
2020,2020-01-18,27,One Man Band,Old Dominion
2020,2020-01-18,28,Bandit,Juice WRLD & YoungBoy Never Broke Again
2020,2020-01-18,29,Hot Girl Bummer,blackbear
2020,2020-01-18,30,Futsal Shuffle 2020,Lil Uzi Vert
2020,2020-01-18,31,Even Though I'm Leaving,Luke Combs
2020,2020-01-18,32,I Don't Care,Ed Sheeran & Justin Bieber
2020,2020-01-18,33,Bad Guy,Billie Eilish
2020,2020-01-18,34,Sucker,Jonas Brothers
2020,2020-01-18,35,High Fashion,Roddy Ricch Featuring Mustard
2020,2020-01-18,36,Lover,Taylor Swift
2020,2020-01-18,37,On Chill,Wale Featuring Jeremih
2020,2020-01-18,38,Falling,Trevor Daniel
2020,2020-01-18,39,Blinding Lights,The Weeknd
2020,2020-01-18,40,What If I Never Get Over You,Lady Antebellum
2020,2020-01-18,41,Suicidal,YNW Melly & Juice WRLD
2020,2020-01-18,42,Talk,Khalid
2020,2020-01-18,43,Graveyard,Halsey
2020,2020-01-18,44,My Oh My,Camila Cabello Featuring DaBaby
2020,2020-01-18,45,Beautiful People,Ed Sheeran Featuring Khalid
2020,2020-01-18,46,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus
2020,2020-01-18,47,Ridin' Roads,Dustin Lynch
2020,2020-01-18,48,Juicy,Doja Cat & Tyga
2020,2020-01-18,49,Playing Games,Summer Walker
2020,2020-01-18,50,Suge,DaBaby
2020,2020-01-18,51,Heartache Medication,Jon Pardi
2020,2020-01-18,52,Out West,JACKBOYS Featuring Young Thug
2020,2020-01-18,53,VIBEZ,DaBaby
2020,2020-01-18,54,Kinfolks,Sam Hunt
2020,2020-01-18,55,Heat,Chris Brown Featuring Gunna
2020,2020-01-18,56,Start Wit Me,Roddy Ricch & Gunna
2020,2020-01-18,57,Into The Unknown,Idina Menzel & AURORA
2020,2020-01-18,58,No Idea,Don Toliver
2020,2020-01-18,59,Heart On Ice,Rod Wave
2020,2020-01-18,60,U Played,MoneyBagg Yo Featuring Lil Baby
2020,2020-01-18,61,South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B
2020,2020-01-18,62,TOES,DaBaby Featuring Lil Baby & Moneybagg Yo
2020,2020-01-18,63,Homesick,Kane Brown
2020,2020-01-18,64,Remember You Young,Thomas Rhett
2020,2020-01-18,65,I Hope,Gabby Barrett
2020,2020-01-18,66,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott
2020,2020-01-18,67,Slide,H.E.R. Featuring YG
2020,2020-01-18,68,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin
2020,2020-01-18,69,BEST ON EARTH,Russ & BIA
2020,2020-01-18,70,SUGAR,BrockHampton
2020,2020-01-18,71,GANG GANG,JACKBOYS & Sheck Wes
2020,2020-01-18,72,Camelot,NLE Choppa
2020,2020-01-18,73,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock"
2020,2020-01-18,74,We Back,Jason Aldean
2020,2020-01-18,75,What She Wants Tonight,Luke Bryan
2020,2020-01-18,76,HAD ENOUGH,Don Toliver Featuring Quavo & Offset
2020,2020-01-18,77,Nice To Meet Ya,Niall Horan
2020,2020-01-18,78,Make Me Want To,Jimmie Allen
2020,2020-01-18,79,Tip Toe,Roddy Ricch Featuring A Boogie Wit da Hoodie
2020,2020-01-18,80,Easy,DaniLeigh Featuring Chris Brown
2020,2020-01-18,81,Watermelon Sugar,Harry Styles
2020,2020-01-18,82,More Hearts Than Mine,Ingrid Andress
2020,2020-01-18,83,I Wish Grandpas Never Died,Riley Green
2020,2020-01-18,84,homecoming queen?,Kelsea Ballerini
2020,2020-01-18,85,223's,YNW Melly & 9lokknine
2020,2020-01-18,86,Peta,Roddy Ricch Featuring Meek Mill
2020,2020-01-18,87,Tusa,Karol G & Nicki Minaj
2020,2020-01-18,88,Jerry Sprunger,Tory Lanez & T-Pain
2020,2020-01-18,89,Enemies,Post Malone Featuring DaBaby
2020,2020-01-18,90,All I Want,Olivia Rodrigo
2020,2020-01-18,91,July,Noah Cyrus & Leon Bridges
2020,2020-01-18,92,Vete,Bad Bunny
2020,2020-01-18,93,I Hope You're Happy Now,Carly Pearce & Lee Brice
2020,2020-01-18,94,20/20,Lil Tjay
2020,2020-01-18,95,Say So,Doja Cat Featuring Nicki Minaj
2020,2020-01-18,96,Make No Sense,YoungBoy Never Broke Again
2020,2020-01-18,97,Slow Dance In A Parking Lot,Jordan Davis
2020,2020-01-18,98,ORANGE SODA,Baby Keem
2020,2020-01-18,99,All Dat,Moneybagg Yo X Megan Thee Stallion
2020,2020-01-18,100,WHAT TO DO?,JACKBOYS Featuring Don Toliver
2020,2020-01-19,1,The Box,Roddy Ricch
2020,2020-01-19,2,Life Is Good,Future Featuring Drake
2020,2020-01-19,3,Circles,Post Malone
2020,2020-01-19,4,Memories,Maroon 5
2020,2020-01-19,5,Lose You To Love Me,Selena Gomez
2020,2020-01-19,6,Someone You Loved,Lewis Capaldi
2020,2020-01-19,7,"10,000 Hours",Dan + Shay & Justin Bieber
2020,2020-01-19,8,Dance Monkey,Tones And I
2020,2020-01-19,9,Roxanne,Arizona Zervas
2020,2020-01-19,10,Yummy,Justin Bieber
2020,2020-01-19,11,Good As Hell,Lizzo
2020,2020-01-19,12,BOP,DaBaby
2020,2020-01-19,13,Ballin',Mustard & Roddy Ricch
2020,2020-01-19,14,Don't Start Now,Dua Lipa
2020,2020-01-19,15,HIGHEST IN THE ROOM,Travis Scott
2020,2020-01-19,16,Sum 2 Prove,Lil Baby
2020,2020-01-19,17,Good News,Mac Miller
2020,2020-01-19,18,Heartless,The Weeknd
2020,2020-01-19,19,No Guidance,Chris Brown Featuring Drake
2020,2020-01-19,20,Trampoline,SHAED
2020,2020-01-19,21,Woah,Lil Baby
2020,2020-01-19,22,Everything I Wanted,Billie Eilish
2020,2020-01-19,23,The Bones,Maren Morris
2020,2020-01-19,24,Senorita,Shawn Mendes & Camila Cabello
2020,2020-01-19,25,Hot Girl Bummer,blackbear
2020,2020-01-19,26,Adore You,Harry Styles
2020,2020-01-19,27,High Fashion,Roddy Ricch Featuring Mustard
2020,2020-01-19,28,Panini,Lil Nas X
2020,2020-01-19,29,You Should Be Sad,Halsey
2020,2020-01-19,30,Rare,Selena Gomez
2020,2020-01-19,31,Hot,Young Thug Featuring Gunna
2020,2020-01-19,32,Blinding Lights,The Weeknd
2020,2020-01-19,33,Truth Hurts,Lizzo
2020,2020-01-19,34,Only Human,Jonas Brothers
2020,2020-01-19,35,Bandit,Juice WRLD & YoungBoy Never Broke Again
2020,2020-01-19,36,One Man Band,Old Dominion
2020,2020-01-19,37,Even Though I'm Leaving,Luke Combs
2020,2020-01-19,38,I Don't Care,Ed Sheeran & Justin Bieber
2020,2020-01-19,39,Suicidal,YNW Melly & Juice WRLD
2020,2020-01-19,40,Bad Guy,Billie Eilish
2020,2020-01-19,41,Falling,Trevor Daniel
2020,2020-01-19,42,Sucker,Jonas Brothers
2020,2020-01-19,43,Futsal Shuffle 2020,Lil Uzi Vert
2020,2020-01-19,44,My Oh My,Camila Cabello Featuring DaBaby
2020,2020-01-19,45,Juicy,Doja Cat & Tyga
2020,2020-01-19,46,On Chill,Wale Featuring Jeremih
2020,2020-01-19,47,Heartache Medication,Jon Pardi
2020,2020-01-19,48,Talk,Khalid
2020,2020-01-19,49,What If I Never Get Over You,Lady Antebellum
2020,2020-01-19,50,Lover,Taylor Swift
2020,2020-01-19,51,Kinfolks,Sam Hunt
2020,2020-01-19,52,Ridin' Roads,Dustin Lynch
2020,2020-01-19,53,U Played,MoneyBagg Yo Featuring Lil Baby
2020,2020-01-19,54,Playing Games,Summer Walker
2020,2020-01-19,55,TOES,DaBaby Featuring Lil Baby & Moneybagg Yo
2020,2020-01-19,56,South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B
2020,2020-01-19,57,VIBEZ,DaBaby
2020,2020-01-19,58,Graveyard,Halsey
2020,2020-01-19,59,Heat,Chris Brown Featuring Gunna
2020,2020-01-19,60,Homesick,Kane Brown
2020,2020-01-19,61,Heart On Ice,Rod Wave
2020,2020-01-19,62,Start Wit Me,Roddy Ricch & Gunna
2020,2020-01-19,63,No Idea,Don Toliver
2020,2020-01-19,64,I Hope,Gabby Barrett
2020,2020-01-19,65,Out West,JACKBOYS Featuring Young Thug
2020,2020-01-19,66,SUGAR,BrockHampton
2020,2020-01-19,67,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin
2020,2020-01-19,68,BEST ON EARTH,Russ & BIA
2020,2020-01-19,69,Tusa,Karol G & Nicki Minaj
2020,2020-01-19,70,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott
2020,2020-01-19,71,Slide,H.E.R. Featuring YG
2020,2020-01-19,72,We Back,Jason Aldean
2020,2020-01-19,73,What She Wants Tonight,Luke Bryan
2020,2020-01-19,74,Make Me Want To,Jimmie Allen
2020,2020-01-19,75,I Wish Grandpas Never Died,Riley Green
2020,2020-01-19,76,More Hearts Than Mine,Ingrid Andress
2020,2020-01-19,77,Say So,Doja Cat Featuring Nicki Minaj
2020,2020-01-19,78,Camelot,NLE Choppa
2020,2020-01-19,79,Make No Sense,YoungBoy Never Broke Again
2020,2020-01-19,80,Remember You Young,Thomas Rhett
2020,2020-01-19,81,Easy,DaniLeigh Featuring Chris Brown
2020,2020-01-19,82,Tip Toe,Roddy Ricch Featuring A Boogie Wit da Hoodie
2020,2020-01-19,83,Eleven,Khalid
2020,2020-01-19,84,All Dat,Moneybagg Yo X Megan Thee Stallion
2020,2020-01-19,85,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock"
2020,2020-01-19,86,Conversations In The Dark,John Legend
2020,2020-01-19,87,I Hope You're Happy Now,Carly Pearce & Lee Brice
2020,2020-01-19,88,Jerry Sprunger,Tory Lanez & T-Pain
2020,2020-01-19,89,Protect da Brand,Moneybagg Yo Featuring DaBaby
2020,2020-01-19,90,Into The Unknown,Idina Menzel & AURORA
2020,2020-01-19,91,Vete,Bad Bunny
2020,2020-01-19,92,Look At Her Now.,Selena Gomez
2020,2020-01-19,93,homecoming queen?,Kelsea Ballerini
2020,2020-01-19,94,Watermelon Sugar,Harry Styles
2020,2020-01-19,95,Nice To Meet Ya,Niall Horan
2020,2020-01-19,96,July,Noah Cyrus & Leon Bridges
2020,2020-01-19,97,Peta,Roddy Ricch Featuring Meek Mill
2020,2020-01-19,98,223's,YNW Melly & 9lokknine
2020,2020-01-19,99,Slow Dance In A Parking Lot,Jordan Davis
2020,2020-01-19,100,All I Want,Olivia Rodrigo
2020,2020-01-20,1,The Box,Roddy Ricch
2020,2020-01-20,2,Life Is Good,Future Featuring Drake
2020,2020-01-20,3,Circles,Post Malone
2020,2020-01-20,4,Memories,Maroon 5
2020,2020-01-20,5,Lose You To Love Me,Selena Gomez
2020,2020-01-20,6,Someone You Loved,Lewis Capaldi
2020,2020-01-20,7,"10,000 Hours",Dan + Shay & Justin Bieber
2020,2020-01-20,8,Dance Monkey,Tones And I
2020,2020-01-20,9,Roxanne,Arizona Zervas
2020,2020-01-20,10,Yummy,Justin Bieber
2020,2020-01-20,11,Good As Hell,Lizzo
2020,2020-01-20,12,BOP,DaBaby
2020,2020-01-20,13,Ballin',Mustard & Roddy Ricch
2020,2020-01-20,14,Don't Start Now,Dua Lipa
2020,2020-01-20,15,HIGHEST IN THE ROOM,Travis Scott
2020,2020-01-20,16,Sum 2 Prove,Lil Baby
2020,2020-01-20,17,Good News,Mac Miller
2020,2020-01-20,18,Heartless,The Weeknd
2020,2020-01-20,19,No Guidance,Chris Brown Featuring Drake
2020,2020-01-20,20,Trampoline,SHAED
2020,2020-01-20,21,Woah,Lil Baby
2020,2020-01-20,22,Everything I Wanted,Billie Eilish
2020,2020-01-20,23,The Bones,Maren Morris
2020,2020-01-20,24,Senorita,Shawn Mendes & Camila Cabello
2020,2020-01-20,25,Hot Girl Bummer,blackbear
2020,2020-01-20,26,Adore You,Harry Styles
2020,2020-01-20,27,High Fashion,Roddy Ricch Featuring Mustard
2020,2020-01-20,28,Panini,Lil Nas X
2020,2020-01-20,29,You Should Be Sad,Halsey
2020,2020-01-20,30,Rare,Selena Gomez
2020,2020-01-20,31,Hot,Young Thug Featuring Gunna
2020,2020-01-20,32,Blinding Lights,The Weeknd
2020,2020-01-20,33,Truth Hurts,Lizzo
2020,2020-01-20,34,Only Human,Jonas Brothers
2020,2020-01-20,35,Bandit,Juice WRLD & YoungBoy Never Broke Again
2020,2020-01-20,36,One Man Band,Old Dominion
2020,2020-01-20,37,Even Though I'm Leaving,Luke Combs
2020,2020-01-20,38,I Don't Care,Ed Sheeran & Justin Bieber
2020,2020-01-20,39,Suicidal,YNW Melly & Juice WRLD
2020,2020-01-20,40,Bad Guy,Billie Eilish
2020,2020-01-20,41,Falling,Trevor Daniel
2020,2020-01-20,42,Sucker,Jonas Brothers
2020,2020-01-20,43,Futsal Shuffle 2020,Lil Uzi Vert
2020,2020-01-20,44,My Oh My,Camila Cabello Featuring DaBaby
2020,2020-01-20,45,Juicy,Doja Cat & Tyga
2020,2020-01-20,46,On Chill,Wale Featuring Jeremih
2020,2020-01-20,47,Heartache Medication,Jon Pardi
2020,2020-01-20,48,Talk,Khalid
2020,2020-01-20,49,What If I Never Get Over You,Lady Antebellum
2020,2020-01-20,50,Lover,Taylor Swift
2020,2020-01-20,51,Kinfolks,Sam Hunt
2020,2020-01-20,52,Ridin' Roads,Dustin Lynch
2020,2020-01-20,53,U Played,MoneyBagg Yo Featuring Lil Baby
2020,2020-01-20,54,Playing Games,Summer Walker
2020,2020-01-20,55,TOES,DaBaby Featuring Lil Baby & Moneybagg Yo
2020,2020-01-20,56,South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B
2020,2020-01-20,57,VIBEZ,DaBaby
2020,2020-01-20,58,Graveyard,Halsey
2020,2020-01-20,59,Heat,Chris Brown Featuring Gunna
2020,2020-01-20,60,Homesick,Kane Brown
2020,2020-01-20,61,Heart On Ice,Rod Wave
2020,2020-01-20,62,Start Wit Me,Roddy Ricch & Gunna
2020,2020-01-20,63,No Idea,Don Toliver
2020,2020-01-20,64,I Hope,Gabby Barrett
2020,2020-01-20,65,Out West,JACKBOYS Featuring Young Thug
2020,2020-01-20,66,SUGAR,BrockHampton
2020,2020-01-20,67,RITMO (Bad Boys For Life),The Black Eyed Peas X J Balvin
2020,2020-01-20,68,BEST ON EARTH,Russ & BIA
2020,2020-01-20,69,Tusa,Karol G & Nicki Minaj
2020,2020-01-20,70,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott
2020,2020-01-20,71,Slide,H.E.R. Featuring YG
2020,2020-01-20,72,We Back,Jason Aldean
2020,2020-01-20,73,What She Wants Tonight,Luke Bryan
2020,2020-01-20,74,Make Me Want To,Jimmie Allen
2020,2020-01-20,75,I Wish Grandpas Never Died,Riley Green
2020,2020-01-20,76,More Hearts Than Mine,Ingrid Andress
2020,2020-01-20,77,Say So,Doja Cat Featuring Nicki Minaj
2020,2020-01-20,78,Camelot,NLE Choppa
2020,2020-01-20,79,Make No Sense,YoungBoy Never Broke Again
2020,2020-01-20,80,Remember You Young,Thomas Rhett
2020,2020-01-20,81,Easy,DaniLeigh Featuring Chris Brown
2020,2020-01-20,82,Tip Toe,Roddy Ricch Featuring A Boogie Wit da Hoodie
2020,2020-01-20,83,Eleven,Khalid
2020,2020-01-20,84,All Dat,Moneybagg Yo X Megan Thee Stallion
2020,2020-01-20,85,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock"
2020,2020-01-20,86,Conversations In The Dark,John Legend
2020,2020-01-20,87,I Hope You're Happy Now,Carly Pearce & Lee Brice
2020,2020-01-20,88,Jerry Sprunger,Tory Lanez & T-Pain
2020,2020-01-20,89,Protect da Brand,Moneybagg Yo Featuring DaBaby
2020,2020-01-20,90,Into The Unknown,Idina Menzel & AURORA
2020,2020-01-20,91,Vete,Bad Bunny
2020,2020-01-20,92,Look At Her Now.,Selena Gomez
2020,2020-01-20,93,homecoming queen?,Kelsea Ballerini
2020,2020-01-20,94,Watermelon Sugar,Harry Styles
2020,2020-01-20,95,Nice To Meet Ya,Niall Horan
2020,2020-01-20,96,July,Noah Cyrus & Leon Bridges
2020,2020-01-20,97,Peta,Roddy Ricch Featuring Meek Mill
2020,2020-01-20,98,223's,YNW Melly & 9lokknine
2020,2020-01-20,99,Slow Dance In A Parking Lot,Jordan Davis
2020,2020-01-20,100,All I Want,Olivia Rodrigo
2020,2020-01-21,1,The Box,Roddy Ricch
2020,2020-01-21,2,Life Is Good,Future Featuring Drake
2020,2020-01-21,3,Circles,Post Malone
2020,2020-01-21,4,Memories,Maroon 5
2020,2020-01-21,5,Lose You To Love Me,Selena Gomez
2020,2020-01-21,6,Someone You Loved,Lewis Capaldi
2020,2020-01-21,7,"10,000 Hours",Dan + Shay & Justin Bieber
2020,2020-01-21,8,Dance Monkey,Tones And I
